feedback_id,date,branch,product,client_comment,source
a83752b6-039d-46b7-95f2-ea078cf9fbda,2025-09-02,Lethbridge - West,Gold Cash Rewards Mastercard,The teller at Calgary - Chinook was very efficient and solved my issue.,Mobile App Survey
e1c893ad-81d5-4a75-9671-8cb7d93c16bc,2025-05-17,Digital (App/Web),Unlimited Chequing,Great experience with the GIC application process.,Call Center Log
fb8c0b4f-01c9-4b96-93eb-16fca28242a9,2025-04-10,Red Deer - Gaetz Ave,Mortgage,Customer service was frustrating when I called about my Springboard Savings.,Email
74347fe3-fbb6-47fb-a920-16f3056c13f1,2025-08-06,Edmonton - Whythe Ave,No-Fee All-In Digital,Great experience with the Mortgage application process.,Email
e86fa75b-8acd-4c94-9fe5-b0c92ac552d4,2025-08-04,Calgary - Chinook,Unlimited Chequing,"Best bank in Alberta, specifically for Gold Cash Rewards Mastercard.",Call Center Log
f3d84295-9a75-4e70-ab72-ba1617aa5c44,2025-07-29,Lethbridge - West,GIC,"Wait times at Digital (App/Web) are slow, I waited too long.",Call Center Log
ebcd45af-de59-4032-8949-e5d760578619,2025-03-23,Calgary - Country Hills,Unlimited Chequing,The staff at Digital (App/Web) were so amazing today.,Email
39022b97-2d26-42a1-ac36-458342f4a19f,2025-07-16,Edmonton - Southgate,Gold Cash Rewards Mastercard,"Fraud protection locked my card while I was in Banff, very frustrating.",Email
95167195-74a6-438a-9b2d-23fccfa8d4af,2025-10-10,Digital (App/Web),No-Fee All-In Digital,"Wait times at Digital (App/Web) are unacceptable, I waited an hour.",Call Center Log
e32e8533-5434-4f50-b03e-c9ed8d85ca49,2025-04-20,Calgary - Country Hills,Mortgage,Call me back@@.,Call Center Log
a086cd4d-f591-4264-af43-6d2e05dc8b65,2025-05-26,Digital (App/Web),Springboard Savings,Customer service was ridiculous when I called about my GIC.,Email
cf93f52b-5a0b-4321-ac73-348ed9694d27,2025-04-25,Digital (App/Web),Mortgage,"Best bank in Alberta, specifically for Unlimited Chequing.",Mobile App Survey
81f231fc-9b6d-46f3-bfde-ae325a8ed548,2026-02-06,Edmonton - Southgate,Unlimited Chequing,Call me back@@.,Email
c3fb1e03-bc49-447e-a68e-a541c12ae057,2025-05-01,Edmonton - Whythe Ave,Springboard Savings,Why does the app always ask for security questions I didn't set when I try to pay bills?,Call Center Log
5a77f26d-07cf-4a0f-aeec-1f0b52249895,2025-07-28,Digital (App/Web),Springboard Savings,Customer service was frustrating when I called about my Business Operating Account.,Email
6f569d34-b011-4b01-b6e6-64745ed450f0,2025-12-29,Lethbridge - West,No-Fee All-In Digital,"I love the new GIC, it helps me save money.",Mobile App Survey
cf5e8877-4d65-4772-86db-eb72c133a720,2025-08-18,Red Deer - Gaetz Ave,Unlimited Chequing,"The new interface is confusing, I can't find my Springboard Savings details.",Email
355054cf-fd08-4a65-881a-94701ea2c0ef,2025-04-21,Calgary - Chinook,Unlimited Chequing,"Fraud protection locked my card while I was in Banff, very frustrating.",Mobile App Survey
e5d9a08d-d96c-4999-b308-659faf5a2d12,2025-11-22,Red Deer - Gaetz Ave,GIC,Why does the app always log me out randomly when I try to pay bills?,Call Center Log
427ed02e-dc9e-465b-b5a3-20acc41eafe3,2025-03-12,Digital (App/Web),Unlimited Chequing,"Wait times at Edmonton - Southgate are unacceptable, I waited an hour.",Call Center Log
7abcfac7-dbb0-44a5-9fdf-d6275b101cf0,2025-06-25,Edmonton - Southgate,Mortgage,"The Springboard Savings is giving me trouble, log me out randomly.",Mobile App Survey
4819b190-3fe5-4da0-8135-101ce173400a,2025-10-21,Calgary - 17th Ave,Business Operating Account,Why does the app always crash on startup when I try to pay bills?,Mobile App Survey
47644335-6f23-4f2e-b3dd-e7a7891fa495,2025-09-07,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,The teller at Digital (App/Web) was very friendly and solved my issue.,Mobile App Survey
e5d312a1-7e78-4381-be31-ccfa64ae260a,2025-05-30,Calgary - Country Hills,Gold Cash Rewards Mastercard,I tried to use the mobile app but log me out randomly.,Email
52f41e9d-33c3-4eda-8135-e8191a902e76,2025-06-30,Digital (App/Web),Springboard Savings,"I love the new Mortgage, it helps me save money.",Mobile App Survey
2c5cd26d-7e1e-4122-9441-302a036373e2,2026-01-10,Calgary - Country Hills,Unlimited Chequing,"Finally, the app works for Unlimited Chequing!",Email
2e15e47d-9a0b-4a44-b0fd-5bce9cf8e378,2025-10-10,Calgary - Country Hills,GIC,Why does the app always decline my card when I try to pay bills?,Call Center Log
a2a3e267-bd99-4aaa-a2a9-d350a525e669,2025-07-07,Calgary - 17th Ave,Business Operating Account,"I love the new No-Fee All-In Digital, it helps me save money.",Mobile App Survey
16afcc5e-dca4-4495-a411-01a1c6f149b4,2025-03-26,Calgary - Country Hills,No-Fee All-In Digital,I tried to use the mobile app but reject my cheque deposit.,Call Center Log
a5ae4dc7-ddfb-41a0-9ba5-cc26968533ba,2025-10-24,Calgary - Country Hills,GIC,"Fraud protection locked my card while I was in Banff, very ridiculous.",Email
cd727e09-a902-4e82-969f-1ae4bc3d3557,2025-07-13,Edmonton - Southgate,Unlimited Chequing,I have a question about my account.,Email
ee8f79eb-4204-4e3f-b09d-efb04a86a3d1,2026-01-15,Digital (App/Web),GIC,Biometric login on the app decline my card every time after the update.,Call Center Log
d1db77c7-7edc-43eb-ad09-6ef7fbcaba4b,2025-02-22,Digital (App/Web),GIC,"The new interface is confusing, I can't find my Springboard Savings details.",Mobile App Survey
7e1ee570-5568-4d9a-84aa-8c2a2d28523a,2025-09-19,Digital (App/Web),Springboard Savings,Statement update.,Call Center Log
6ea841d9-d52c-466c-9778-feb6c16becc6,2025-12-18,Digital (App/Web),Springboard Savings,"The Business Operating Account is giving me trouble, log me out randomly.",Mobile App Survey
03931460-e721-48d1-8aa9-d2aba9feceaf,2025-06-04,Red Deer - Gaetz Ave,Unlimited Chequing,"Fraud protection locked my card while I was in Banff, very horrible.",Call Center Log
2ba9fe76-27f9-4e9b-9e95-ddab657e8d8a,2025-10-22,Calgary - Chinook,GIC,The teller at Calgary - 17th Ave was very amazing and solved my issue.,Mobile App Survey
c72ce82b-029a-4267-8285-adee99ace512,2025-04-06,Digital (App/Web),No-Fee All-In Digital,"Disappointed with the Springboard Savings, the fees are too high.",Mobile App Survey
845b4bd6-58d5-41c2-9358-8c00de0df023,2025-02-18,Edmonton - Southgate,Springboard Savings,,Call Center Log
00d5523d-1dfa-49ce-ab4a-6672c3b5def8,2025-08-21,Digital (App/Web),No-Fee All-In Digital,"The GIC is giving me trouble, log me out randomly.",Mobile App Survey
02efd7b5-f7ac-410c-aac3-e2769537a52b,2025-04-29,Edmonton - Whythe Ave,Mortgage,The teller at Lethbridge - West was very quick and solved my issue.,Email
ebe4b37b-73ee-4c9c-96c9-cfac87c84681,2025-03-25,Calgary - Chinook,No-Fee All-In Digital,I tried to use the mobile app but log me out randomly.,Mobile App Survey
2e61c0cf-8844-41b7-9db1-5d1bf75d14cb,2025-06-21,Red Deer - Gaetz Ave,Springboard Savings,"Wait times at Edmonton - Southgate are frustrating, I waited 20 mins.",Mobile App Survey
c1cc76b2-8e82-4f9f-a73f-366955f76ef8,2025-12-15,Calgary - 17th Ave,No-Fee All-In Digital,The teller at Edmonton - Southgate was very efficient and solved my issue.,Call Center Log
84430374-145a-4b7c-a342-2600a4d5148c,2025-03-25,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Email
679da682-17fc-4a8a-9629-f8183a18b67c,2025-09-07,Calgary - Chinook,Springboard Savings,,Call Center Log
c0e2b14c-2840-414c-b65a-dc77d4a5a64f,2026-01-03,Edmonton - Whythe Ave,Springboard Savings,Biometric login on the app fail to send e-Transfer every time after the update.,Call Center Log
39069580-bfeb-4c0c-b46f-c99e29bb7703,2025-05-19,Edmonton - Whythe Ave,Unlimited Chequing,Why does the app always show the wrong balance when I try to pay bills?,Call Center Log
0c32e372-5132-42f6-8283-5341dfa7059b,2025-10-29,Digital (App/Web),No-Fee All-In Digital,I have a question about my account.,Email
a7fbc52c-aa15-4b28-8984-5da9373f4668,2025-02-22,Calgary - 17th Ave,GIC,"The No-Fee All-In Digital is giving me trouble, reject my cheque deposit.",Call Center Log
4c223487-f1b2-4471-85c8-c62c46959ae1,2025-07-10,Calgary - Chinook,Business Operating Account,"Fraud protection locked my card while I was in Banff, very painful.",Call Center Log
48881237-c4f0-4429-9582-0cb29c872f87,2025-12-12,Calgary - 17th Ave,Springboard Savings,"The Mortgage is giving me trouble, crash on startup.",Mobile App Survey
66737b41-ff80-47a7-b501-a2a4393269fa,2025-12-31,Lethbridge - West,No-Fee All-In Digital,"Fraud protection locked my card while I was in Banff, very ridiculous.",Mobile App Survey
1929f30b-82bc-4a51-9f8f-7c3d88f20ac0,2025-03-31,Calgary - 17th Ave,Unlimited Chequing,"Fraud protection locked my card while I was in Banff, very ridiculous.",Call Center Log
f913d69a-17dc-4657-bb7d-7e387708e164,2025-08-28,Digital (App/Web),No-Fee All-In Digital,Customer service was painful when I called about my No-Fee All-In Digital.,Email
5e704c16-8904-426f-ad27-7858e9c240d7,2025-12-01,Edmonton - Southgate,Springboard Savings,Why does the app always ask for security questions I didn't set when I try to pay bills?,Email
60bd7d72-2b3a-497c-b22f-187fd5eaf601,2025-02-28,Digital (App/Web),No-Fee All-In Digital,"Finally, the app works for Business Operating Account!",Call Center Log
a4c5a2d2-7611-47ce-a3ef-541b3272ef15,2026-02-17,Digital (App/Web),Unlimited Chequing,Why does the app always freeze at the login screen when I try to pay bills?,Mobile App Survey
0d5b0380-f6b6-4871-8a86-6d4570bdc7ed,2025-11-28,Red Deer - Gaetz Ave,GIC,"The new interface is confusing, I can't find my Unlimited Chequing details.",Call Center Log
e629f07e-97cc-4b52-8aab-8c644e1142ad,2025-11-16,Digital (App/Web),Mortgage,,Call Center Log
5f8ebacf-05e3-4fc5-9cb2-07010a93ec2a,2025-03-14,Digital (App/Web),Unlimited Chequing,Customer service was slow when I called about my Business Operating Account.,Call Center Log
ece0de3c-1859-4ca4-a642-a4a4b8ea7f08,2025-03-04,Digital (App/Web),Springboard Savings,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Mobile App Survey
6f24595c-1758-43c3-b1e1-b7f05e967978,2025-08-14,Red Deer - Gaetz Ave,Business Operating Account,Biometric login on the app decline my card every time after the update.,Email
8d165abe-f33d-40e6-8620-241a99666d24,2025-12-20,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,"Best bank in Alberta, specifically for Springboard Savings.",Email
64df456d-4b23-4d6a-9125-88285662afd1,2025-03-09,Edmonton - Southgate,Springboard Savings,"The new interface is confusing, I can't find my Mortgage details.",Call Center Log
a0dc558b-8dfa-4cbb-90f9-12115be30cff,2025-07-25,Digital (App/Web),GIC,Customer service was frustrating when I called about my Gold Cash Rewards Mastercard.,Email
4a71513b-14ab-4e1c-900c-cba8c5cd2432,2025-09-06,Calgary - Country Hills,Springboard Savings,Why does the app always show the wrong balance when I try to pay bills?,Mobile App Survey
dcafdc0d-f1af-4fef-b71e-f552e01f073a,2025-08-02,Lethbridge - West,Unlimited Chequing,,Call Center Log
5e3b7645-8b88-4692-8ec9-1d4e22a0ee0b,2025-12-29,Calgary - 17th Ave,Mortgage,The teller at Edmonton - Whythe Ave was very quick and solved my issue.,Email
7abc6c9f-7c12-4ed6-9b20-b4b5dc3aea91,2025-04-19,Calgary - 17th Ave,GIC,"I love the new Springboard Savings, it helps me save money.",Call Center Log
8bed48bb-929c-452a-b3f7-d69af78e4041,2025-09-13,Calgary - Chinook,Springboard Savings,What are your hours?,Call Center Log
df8fb384-8bbb-463a-b8a6-b87f19b54716,2025-05-14,Calgary - Country Hills,GIC,"I love the new Unlimited Chequing, it helps me save money.",Call Center Log
87be0e29-3151-47ac-b6a6-cf3c80af5143,2025-06-06,Digital (App/Web),No-Fee All-In Digital,Great experience with the Mortgage application process.,Email
9de520f1-06a3-4d7c-a4c2-e7006f681827,2025-08-21,Lethbridge - West,GIC,The staff at Edmonton - Southgate were so efficient today.,Mobile App Survey
55916cfb-6608-48e7-b7e1-53028ab4713d,2025-06-19,Digital (App/Web),Mortgage,Biometric login on the app crash on startup every time after the update.,Call Center Log
db7361d2-a1c8-4a05-962f-f2b54ed8053d,2025-09-11,Calgary - 17th Ave,Springboard Savings,I have a question about my account.,Email
9d284555-6ed0-449b-bc35-e2cdef993e49,2025-12-09,Digital (App/Web),Mortgage,,Call Center Log
0217169f-e897-40d6-ae21-5c36b3f95fc0,2025-09-21,Digital (App/Web),Unlimited Chequing,"Disappointed with the Business Operating Account, the fees are too high.",Mobile App Survey
494860f6-b17f-4679-ae9c-0f12ecd96154,2025-05-31,Lethbridge - West,Springboard Savings,"Finally, the app works for Springboard Savings!",Mobile App Survey
800aeb61-3962-45f4-84e8-7b8b17d2fd3d,2025-12-05,Lethbridge - West,No-Fee All-In Digital,Call me back@@.,Email
a7504821-691e-42f3-90b2-18e23e7bc48e,2025-05-28,Digital (App/Web),No-Fee All-In Digital,"Fraud protection locked my card while I was in Banff, very slow.",Mobile App Survey
dfe687c3-6ed5-48d0-9825-35fee8d26962,2025-12-09,Lethbridge - West,Mortgage,Statement update.,Call Center Log
285b5488-ecd6-40fc-bd9a-ef1820b4b6f7,2025-10-16,Calgary - Country Hills,Mortgage,Statement update.,Mobile App Survey
e7a87fe8-9b3f-4979-8c4d-4fcd7c0da9f8,2025-12-25,Calgary - Chinook,Springboard Savings,I tried to use the mobile app but crash on startup.,Email
a00fedfe-7ab5-4ee3-bbf5-f5377e067112,2026-02-05,Digital (App/Web),Unlimited Chequing,Why does the app always show the wrong balance when I try to pay bills?,Mobile App Survey
9134aa21-2de1-43fb-9eb2-a87ec5e92fc0,2025-04-19,Calgary - Chinook,Mortgage,"Wait times at Digital (App/Web) are horrible, I waited too long.",Call Center Log
52730749-9c69-4ee2-8d9d-6e1f11232502,2025-07-06,Calgary - 17th Ave,Springboard Savings,Customer service was painful when I called about my Springboard Savings.,Mobile App Survey
ee92742c-d1c3-45c4-b813-305938e272fe,2025-06-19,Calgary - Country Hills,Business Operating Account,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Call Center Log
4a2f23af-2eae-4118-aa87-9178fbbb82c5,2025-11-10,Digital (App/Web),Gold Cash Rewards Mastercard,Great experience with the GIC application process.,Call Center Log
9684868d-3585-4898-af77-646349dc1f16,2026-01-27,Digital (App/Web),Unlimited Chequing,Statement update.,Call Center Log
bdd44376-d41a-4ee3-b437-3521620815e1,2025-11-30,Red Deer - Gaetz Ave,Springboard Savings,"Fraud protection locked my card while I was in Banff, very painful.",Email
f5e32ae0-215a-4760-97f3-f8ddd6e3073a,2025-04-22,Digital (App/Web),GIC,"Disappointed with the Springboard Savings, the fees are too high.",Call Center Log
2e4adb68-3956-47a4-bf3a-869a125dc208,2025-09-29,Edmonton - Whythe Ave,Springboard Savings,"The GIC is giving me trouble, fail to send e-Transfer.",Call Center Log
3581b80e-c001-4f6c-9efa-1a59ca9dba38,2025-05-08,Edmonton - Southgate,GIC,"Fraud protection locked my card while I was in Banff, very frustrating.",Email
86489a2d-9a63-4e8a-b3bc-745d142bf8cb,2025-11-22,Edmonton - Southgate,Business Operating Account,The staff at Digital (App/Web) were so efficient today.,Call Center Log
f99f71cd-81cc-400a-9c9f-9d029e806da5,2025-07-27,Calgary - Chinook,Mortgage,The staff at Digital (App/Web) were so efficient today.,Mobile App Survey
30a08055-50aa-46a7-8ee5-08308a3a516d,2025-06-26,Digital (App/Web),Unlimited Chequing,"Fraud protection locked my card while I was in Banff, very ridiculous.",Mobile App Survey
7959d9e6-4d4a-470b-9a2b-386ec57f8586,2025-11-27,Digital (App/Web),Gold Cash Rewards Mastercard,Biometric login on the app log me out randomly every time after the update.,Call Center Log
d87d8846-1c9d-4e88-ba70-3bd6b9335ac2,2025-08-17,Calgary - Chinook,No-Fee All-In Digital,"Wait times at Lethbridge - West are ridiculous, I waited an hour.",Email
9bdf0f17-6ebc-407c-a489-305e598fca7a,2025-12-09,Edmonton - Whythe Ave,Unlimited Chequing,Biometric login on the app log me out randomly every time after the update.,Mobile App Survey
98c522b8-5b30-4a70-9fbd-854a4aa4398b,2026-02-01,Lethbridge - West,Gold Cash Rewards Mastercard,"Wait times at Calgary - Country Hills are unacceptable, I waited 20 mins.",Mobile App Survey
0a3e620f-6ccc-4480-83de-24d0c75cfd52,2025-10-23,Edmonton - Southgate,GIC,"Wait times at Edmonton - Whythe Ave are painful, I waited an hour.",Mobile App Survey
667d14e0-1b22-4a9f-952d-521b8f3a334e,2025-06-23,Digital (App/Web),Mortgage,Biometric login on the app ask for security questions I didn't set every time after the update.,Email
e4968dba-b1f4-44eb-b1a0-2153a6b1bdf1,2025-03-18,Edmonton - Whythe Ave,Springboard Savings,Biometric login on the app log me out randomly every time after the update.,Mobile App Survey
021bc71b-2f03-4db3-9849-fa0cee8c223c,2025-02-23,Edmonton - Southgate,Springboard Savings,"Best bank in Alberta, specifically for GIC.",Call Center Log
e581ba46-4c04-4808-a76f-075f52cb8d3b,2026-01-01,Edmonton - Southgate,Business Operating Account,"Fraud protection locked my card while I was in Banff, very ridiculous.",Mobile App Survey
26ec608d-275b-4e82-84d8-5cfd0b6a59ec,2025-07-30,Edmonton - Southgate,No-Fee All-In Digital,I tried to use the mobile app but ask for security questions I didn't set.,Call Center Log
64f1139b-3858-4198-8189-35f241497dfb,2025-06-17,Digital (App/Web),Unlimited Chequing,"Wait times at Lethbridge - West are ridiculous, I waited forever.",Call Center Log
18d3ed31-c370-443c-bd1e-a55017b6a55b,2025-12-04,Red Deer - Gaetz Ave,Unlimited Chequing,The teller at Edmonton - Whythe Ave was very kind and solved my issue.,Email
41e8ed6d-5fbe-4130-85a2-588a48cfc480,2025-10-22,Digital (App/Web),Business Operating Account,Why does the app always reject my cheque deposit when I try to pay bills?,Call Center Log
b2d3e997-554f-403b-b64c-3cb97a8c9bfd,2025-04-14,Red Deer - Gaetz Ave,Mortgage,I tried to use the mobile app but ask for security questions I didn't set.,Email
d91e74e4-3781-4d43-b99a-d6469532c5bb,2025-11-10,Digital (App/Web),Mortgage,"The new interface is confusing, I can't find my Springboard Savings details.",Email
841c9ee1-ac21-49b6-be26-4c34e3b56c05,2025-12-14,Calgary - 17th Ave,Gold Cash Rewards Mastercard,"Fraud protection locked my card while I was in Banff, very ridiculous.",Call Center Log
fa8cdf49-5b72-432e-8ee5-f9a01d671f5f,2025-07-11,Digital (App/Web),Unlimited Chequing,"The new interface is confusing, I can't find my Mortgage details.",Email
e61a890a-3fda-465f-8f85-de0718717d23,2025-05-25,Calgary - Country Hills,Business Operating Account,"The No-Fee All-In Digital is giving me trouble, reject my cheque deposit.",Call Center Log
2aaf91ff-6c0f-4fbe-a54a-19b0cd7142e2,2025-03-08,Edmonton - Southgate,No-Fee All-In Digital,The teller at Edmonton - Whythe Ave was very kind and solved my issue.,Email
f9dab6c6-ab01-40a4-945e-2a6c4a65cac7,2025-05-29,Calgary - Country Hills,Mortgage,Why does the app always reject my cheque deposit when I try to pay bills?,Mobile App Survey
7245e12b-e758-488b-837d-07c5e97d261f,2025-04-15,Digital (App/Web),Springboard Savings,Biometric login on the app show the wrong balance every time after the update.,Email
72451b98-1bef-4976-bdf1-727fe4f82ba8,2026-02-06,Edmonton - Southgate,Gold Cash Rewards Mastercard,"Finally, the app works for No-Fee All-In Digital!",Email
2a520cb3-9d52-4917-aa7b-567050ed7a6a,2025-10-15,Digital (App/Web),GIC,Why does the app always crash on startup when I try to pay bills?,Call Center Log
11eb082c-dff9-49f9-8024-61155febe6af,2025-02-23,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,Great experience with the No-Fee All-In Digital application process.,Email
85fec158-8d76-4d52-bd7d-46f3a6a52bcc,2025-05-05,Red Deer - Gaetz Ave,No-Fee All-In Digital,"The new interface is confusing, I can't find my Mortgage details.",Call Center Log
b63b6ac2-bea5-4a69-94de-9f51f476af39,2025-06-10,Calgary - Chinook,Gold Cash Rewards Mastercard,"Disappointed with the Springboard Savings, the fees are too high.",Mobile App Survey
9551ce3b-1908-417f-bb13-03f9b5d87546,2025-06-26,Calgary - Chinook,Mortgage,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Call Center Log
5bf8915f-3f1d-4626-9606-0854f9f6ffed,2026-02-12,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,"Wait times at Calgary - 17th Ave are unacceptable, I waited forever.",Call Center Log
a22c68ce-8c54-4d9f-821d-8c5f8b0265bc,2025-05-11,Calgary - Country Hills,Unlimited Chequing,The teller at Digital (App/Web) was very quick and solved my issue.,Call Center Log
eba1adf9-71b4-4d3f-bd51-4b5d13571ea4,2025-05-26,Digital (App/Web),Unlimited Chequing,Great experience with the Mortgage application process.,Email
bbb36aea-83ca-4374-a879-0961c412d281,2025-07-22,Calgary - 17th Ave,Business Operating Account,I tried to use the mobile app but ask for security questions I didn't set.,Mobile App Survey
a72c0439-06a4-40ba-ae84-5498320d18cc,2025-07-25,Edmonton - Whythe Ave,Springboard Savings,Customer service was ridiculous when I called about my Gold Cash Rewards Mastercard.,Email
64363c22-8ab3-4509-a651-45f93a00f8f5,2026-01-08,Lethbridge - West,No-Fee All-In Digital,"Wait times at Edmonton - Southgate are unacceptable, I waited too long.",Call Center Log
f321ea23-5c4e-4c15-af80-d5f224e7a29c,2025-03-17,Digital (App/Web),Springboard Savings,"Wait times at Digital (App/Web) are painful, I waited forever.",Email
56e9f4c7-169c-4127-954b-f4914de8a7e0,2025-04-27,Edmonton - Southgate,Unlimited Chequing,"Finally, the app works for No-Fee All-In Digital!",Mobile App Survey
20f7868e-dd1f-400b-a283-59252a002269,2025-10-15,Lethbridge - West,Business Operating Account,"Best bank in Alberta, specifically for Gold Cash Rewards Mastercard.",Call Center Log
6b36bcd7-9976-47e8-a6c4-2f27a281836b,2026-01-31,Calgary - 17th Ave,Gold Cash Rewards Mastercard,Biometric login on the app decline my card every time after the update.,Email
e56b58d9-0701-4b1e-ae6c-3ebe6178ccb6,2025-11-02,Calgary - Country Hills,Springboard Savings,I tried to use the mobile app but reject my cheque deposit.,Mobile App Survey
9c102126-148e-43b7-af27-3d4f8938a0a1,2025-07-17,Edmonton - Southgate,Mortgage,"Disappointed with the Gold Cash Rewards Mastercard, the fees are too high.",Call Center Log
a11ffad8-b8b3-48a4-b0dc-feb6e0c9cae2,2026-01-08,Lethbridge - West,No-Fee All-In Digital,"Wait times at Digital (App/Web) are frustrating, I waited forever.",Email
b92143e4-9e98-4bb4-a19d-129dd9e9c4cf,2025-10-01,Digital (App/Web),Mortgage,Great experience with the No-Fee All-In Digital application process.,Call Center Log
5cf6cbe4-36df-48c7-b278-dd38b6339a9d,2025-06-29,Lethbridge - West,Springboard Savings,Great experience with the Business Operating Account application process.,Call Center Log
598a4835-e3d9-467d-8af7-ec8b4a3d23a1,2025-10-21,Red Deer - Gaetz Ave,Unlimited Chequing,"Disappointed with the Business Operating Account, the fees are too high.",Email
e1f4183e-423b-47f6-a4df-6f92198340fe,2025-04-25,Edmonton - Southgate,Mortgage,"I love the new Business Operating Account, it helps me save money.",Call Center Log
24380198-6902-4a2f-a839-5bb8d591af38,2025-10-19,Edmonton - Whythe Ave,GIC,Customer service was horrible when I called about my Unlimited Chequing.,Call Center Log
5e2a41fd-6903-4df4-8c8b-3e23c02d70b7,2025-05-31,Calgary - Chinook,Business Operating Account,Why does the app always crash on startup when I try to pay bills?,Call Center Log
ab883993-1d64-4832-b9f8-6366d9ffd3e2,2025-02-26,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,I tried to use the mobile app but reject my cheque deposit.,Mobile App Survey
da358674-fdf5-4905-b851-5bba90e54158,2025-06-05,Digital (App/Web),Gold Cash Rewards Mastercard,"Fraud protection locked my card while I was in Banff, very slow.",Mobile App Survey
e482515c-4bce-495c-9676-bbe04a9ad7b9,2025-12-11,Digital (App/Web),Business Operating Account,Why does the app always fail to send e-Transfer when I try to pay bills?,Call Center Log
ac89bdf3-da13-48a3-b61b-e9356c8101cc,2025-10-23,Calgary - Chinook,No-Fee All-In Digital,"Wait times at Red Deer - Gaetz Ave are painful, I waited forever.",Email
84056e2f-44a9-4a54-8c18-1e06e8c6a580,2025-11-12,Digital (App/Web),Mortgage,"The new interface is confusing, I can't find my Business Operating Account details.",Mobile App Survey
fcf4a726-1ce4-4f61-81a0-c2b5f0ccc338,2026-02-12,Calgary - Country Hills,Mortgage,What are your hours?,Call Center Log
04d3dd2c-48e3-4669-bad7-b9a591c8461b,2025-03-29,Digital (App/Web),Mortgage,"The new interface is confusing, I can't find my Gold Cash Rewards Mastercard details.",Mobile App Survey
6ddc195c-6257-4f80-961e-d79743049e85,2025-12-17,Edmonton - Whythe Ave,Mortgage,I have a question about my account.,Email
f4ee3d64-a612-4087-b442-cc995fdcc3a5,2025-11-02,Digital (App/Web),No-Fee All-In Digital,"I love the new Business Operating Account, it helps me save money.",Call Center Log
8a2eefd1-b1f6-414e-b020-9f352e7437cb,2025-09-27,Edmonton - Whythe Ave,Gold Cash Rewards Mastercard,"Wait times at Digital (App/Web) are frustrating, I waited 45 minutes.",Email
80f1ddcb-5203-4874-9114-516e8ea27cae,2025-03-31,Calgary - Chinook,Springboard Savings,Great experience with the Business Operating Account application process.,Mobile App Survey
c4a7a480-622a-423d-9747-06fb4158ec4b,2025-11-14,Edmonton - Whythe Ave,No-Fee All-In Digital,I have a question about my account.,Call Center Log
2f1cee3b-2c8b-469b-a12d-26dc7e4a48e1,2025-09-28,Calgary - Chinook,No-Fee All-In Digital,Why does the app always reject my cheque deposit when I try to pay bills?,Email
413c4f4d-285e-4c79-b964-b437106ac7eb,2025-03-21,Edmonton - Whythe Ave,Mortgage,"Finally, the app works for Business Operating Account!",Email
5d1b45fd-6c71-4292-9d4b-59ee4a53a615,2025-03-01,Edmonton - Southgate,Mortgage,I have a question about my account.,Mobile App Survey
95750ae3-6ba5-4750-a337-e71afc7c2af9,2025-09-22,Edmonton - Southgate,Gold Cash Rewards Mastercard,"The Unlimited Chequing is giving me trouble, fail to send e-Transfer.",Mobile App Survey
465ff8e0-a633-41a7-8d95-7cfd64fd4812,2025-10-13,Digital (App/Web),Business Operating Account,Biometric login on the app log me out randomly every time after the update.,Call Center Log
561ec830-4cf7-46d6-bf4b-c202a6e3c1ed,2025-10-17,Calgary - Chinook,No-Fee All-In Digital,"The Gold Cash Rewards Mastercard is giving me trouble, freeze at the login screen.",Mobile App Survey
d0c3299e-ed79-4d00-98d5-71e42cd94d32,2025-05-11,Digital (App/Web),Business Operating Account,???,Email
024d7df3-51a8-4620-987c-cd59b1e64f5e,2025-10-08,Calgary - Country Hills,Unlimited Chequing,The teller at Calgary - Chinook was very kind and solved my issue.,Email
1332145b-be3f-4630-8f90-127e3b937cdb,2025-09-03,Lethbridge - West,Business Operating Account,Why does the app always freeze at the login screen when I try to pay bills?,Call Center Log
cd1b5680-575a-4818-bbc2-d5bc280e8a15,2025-10-04,Calgary - Chinook,Business Operating Account,Why does the app always ask for security questions I didn't set when I try to pay bills?,Mobile App Survey
cfc8a4cd-5b6d-4416-bc0f-081564f719d8,2025-03-04,Red Deer - Gaetz Ave,Gold Cash Rewards Mastercard,???,Email
70837dc5-d38b-4d1a-8925-0510aef91c0a,2025-08-31,Digital (App/Web),No-Fee All-In Digital,"The Business Operating Account is giving me trouble, ask for security questions I didn't set.",Call Center Log
3e60f285-7bd4-4eae-be17-f67429a2d505,2025-08-05,Edmonton - Southgate,Unlimited Chequing,"Fraud protection locked my card while I was in Banff, very slow.",Mobile App Survey
